industry_code,CurrentLiabs,TotalLiabs,RetainedEarnings,CurrentAssets,NetSales,EBIT,MktValueEquity,Rating
D,17.03824047379201,58.30948692421853,27.333880213754902,30.29826907628187,15.237869635370789,1.1631382877096788,221.6439107204918,AA
D,21.784252984962222,52.48534919566025,31.818201676638445,26.62377985089365,12.078599119720511,1.1777889046396233,241.97410127349667,AA
D,18.84636828473948,50.5168465346254,27.344538088923542,25.478977733014855,15.627376043364457,1.3402749570939256,201.66196563265808,AA
G,16.803614569724044,51.876460887279045,29.686699906214745,29.501718215535515,14.15388407121372,1.19305857929029,212.59342967115688,AA
D,19.489847602515106,52.84660983748402,27.640952660732147,22.644099492167,12.419833073496338,1.1737226984611628,211.14254363594404,AA
B,20.037795858821664,53.705666210200896,32.75310445454303,28.408226266959275,15.033894961800636,1.4639764689107866,237.1145894935971,AA
D,17.685402992793936,51.71223151380243,32.53015826758104,24.74341938472348,14.63346819157633,1.2848177601109154,240.59944624770927,AA
G,18.50244480396395,49.96816684642353,32.32484469173152,26.73313365641918,15.44991929311156,1.424538499154412,219.86127408436232,AA
G,20.08128225313414,54.279850720208174,29.973337954028494,24.89364780178193,15.544588840641218,1.3814031941650462,224.5824860746939,AA
D,17.840073032449745,49.93559344244092,30.58392720238221,27.319163246173456,11.991952510329584,1.3904559577795697,224.16227056450305,AA
D,21.948313079844034,52.36031255754522,32.47842155432548,23.52445043244437,12.001187904492546,1.2208858603202457,229.9362714878781,AA
H,17.881288709218687,51.66485487485435,32.808350112683875,29.81531097800642,13.842573155860512,1.1299535342559652,203.0327162006479,AA
I,17.76325746903608,53.01225521938655,30.283797727883535,23.38464427187947,14.30235767043442,1.2462300883050637,241.22053027427128,AA
H,20.31622602724189,50.41757672427332,31.762978036526373,26.28962470951572,15.09184607979207,1.370013815244858,208.74733530002683,AA
H,19.032004630441374,50.96010927548853,29.791971971278464,29.286831829031147,12.393020534796417,1.2791114819263607,214.70018647245385,AA
H,18.026433183009217,52.79727708358492,30.02227902159875,22.734726295590217,14.747772388611896,1.1327440929234147,212.0244147601573,AA
D,17.092810582280688,52.029771979507146,31.729597490493266,23.666047219031057,13.32307631889,1.409693656281522,233.0113339089983,AA
D,20.54804411529695,53.80853341580921,32.011569982135555,29.798844905973944,13.79342256445364,1.3999700500308652,224.5547753084872,AA
B,21.179783579875608,52.17134976150764,26.563189148731983,26.89622309862564,15.036647296915824,1.2225291404454712,205.58778430104343,AA
H,17.953650448403657,57.16941757831266,30.23366080677082,30.37507225644334,14.193683890691462,1.2771569773325742,222.0207195786194,AA
D,18.994433098166542,53.1622405118006,31.09351915508649,24.66206157156877,13.72241353836873,1.1580540294668666,216.4704030411026,AA
H,16.850301941860202,55.46472486260506,27.08416041117191,30.316267077748165,13.955847776161065,1.516712462142788,199.9329409209408,AA
G,17.91647361808052,51.87737079708394,30.86548403068399,27.50182903247127,14.9289125391587,1.2641479102309712,225.4646131811316,AA
H,16.95458961468902,52.66957152754769,32.17301224540998,23.542763112960078,12.30609221763037,1.2821401056087611,239.1376034663596,AA
I,22.21616690698499,51.0912224440734,27.621602464607264,30.454729321215677,13.461883521714157,1.504892289186441,217.2621549314824,AA
H,20.152763190000105,50.49807742189401,32.42378530011808,23.188795984774337,14.258440345624326,1.240118186452511,235.9299055563457,AA
B,19.2980349948857,50.68301539846406,32.84405523326964,25.891232332590743,12.660163756990109,1.1284652529219692,227.55717437312367,AA
D,19.38175420168258,54.42815261558535,28.94224370746142,26.00359272739077,12.43621472909567,1.15532174666185,230.74704446066664,AA
G,17.22772732741739,57.59241825503568,25.750215290342656,28.99135024945992,15.546399713267991,1.3827786278806538,217.15742598782944,AA
G,17.195562204665062,51.77439593923157,26.371893336319268,23.279911104636472,12.550072661128766,1.4701746552185324,205.57977052601825,AA
D,16.491415931414164,52.631910633442125,29.51598083491499,30.441747597744182,13.179953287684532,1.1932621035203606,227.8589515425294,AA
I,18.102039260875475,54.12116164585344,27.30498449132469,29.96863256470069,14.043814709605613,1.2249473762498968,215.85441499738545,AA
H,19.874968256374416,55.42539839136143,32.56254743285079,24.80738960132989,14.74249117008882,1.478378804544906,213.06509064973335,AA
D,16.944070703954385,53.84378192491149,29.62042986469586,25.85882073902221,14.68218823122913,1.4997543092941197,212.3589949237151,AA
D,18.815112179371592,54.80508091035528,30.60791128382702,27.286025480780125,14.799613697185652,1.498510178306568,210.53761644144615,AA
H,19.27034840908455,51.16331987680473,30.266447216675232,28.22767750337785,12.441527534717228,1.3658485571552816,231.7836273015441,AA
H,20.27888746176617,55.08163791535149,29.77106725825536,27.994605409430964,15.613238932874902,1.2734446245046804,228.37064605296607,AA
H,19.079687841098934,55.10949814176779,26.004905023369343,29.99038625193757,13.92538174662422,1.1734579218794745,178.32400384018973,AA
H,20.6859316943554,51.114752748187534,28.24940168263059,24.15698738983413,15.900596657778324,1.5111366698193802,229.99734395130517,AA
B,19.28358482997494,50.80401842707842,27.549600860156705,29.49159863698677,15.546843596398803,1.1523404319812989,205.3684231462084,AA
G,19.3072679910036,57.748566561265406,25.0811737334837,29.48998944856721,13.049743577961872,1.4991428658141068,194.6477639682417,AA
G,20.81710873069041,51.77914777327306,26.08177243011976,22.991381764847272,13.90704669855414,1.1511617483411334,189.5666637083268,AA
H,21.598950257864363,52.28211973906663,25.94418299727148,28.626635733222155,13.502930316713016,1.4015458819965272,182.798511890634,AA
B,20.11370957004382,54.86903038936375,25.89678512460952,24.2858324128974,13.850569575832534,1.497020761810834,207.95607570367972,AA
I,19.39604565618846,54.50939018237491,26.80120458350561,25.34990018597525,14.618709320397276,1.5098775859175846,202.96504442790783,AA
G,17.78410482690768,51.92314302852936,30.40105193212528,25.09559346507952,12.452813154028098,1.3876792412730452,213.4318430507962,AA
G,19.187404909131377,52.47923923617957,32.50887096031465,25.010207214283437,14.198927572424894,1.29573518202286,235.93553525693096,AA
I,19.960371706543064,52.12589594896826,31.08642976786157,28.53766236241521,12.6717748786055,1.395162251442234,234.63991655255555,AA
H,17.843548170207463,57.20874383486522,27.3181834750214,29.485111060759916,14.66431703581302,1.3726729711760612,189.43150471357615,AA
H,21.13572406656949,54.503520107034646,27.61364533149148,27.262735675691918,13.542363523467158,1.3297301919115974,224.7562108835968,AA
G,18.274299090535987,55.74127700825185,25.91187741384037,29.48873658936859,14.242536548940508,1.1695032886442835,186.053310945609,AA
H,21.08416203589645,50.38114751635111,31.486699882625597,22.71267803024207,15.866958105173175,1.4319218323124443,212.59211550389765,AA
I,17.140253024730303,51.68503426857659,29.174437774117138,26.15253887653159,15.560201630570276,1.2957610692201569,186.6054388152806,AA
H,19.013319118814756,51.22720131727292,30.48800172618151,30.46117840460937,14.232512536546365,1.3787526108842174,235.02068599040444,AA
D,18.88954601449455,57.79388405017704,28.58449546192561,23.29522790423924,14.486990917808413,1.496375338251951,218.9308544138933,AA
H,17.78508348167248,51.54871657488671,26.439401883091023,29.79737014234591,14.863225249899868,1.4803797121308284,185.9713650180639,AA
H,21.569730837135666,51.80552953755129,30.5342361800814,27.23259377503145,12.4557217470069,1.499802120676699,206.6792544700128,AA
H,19.375260364190595,51.47288672583541,31.41110025235936,30.04345266792289,13.319000473198184,1.2568408039427184,228.46725505344725,AA
I,19.940296620704064,52.81077572166675,32.55375709508986,26.966497325885445,14.134979063256596,1.3999639154956585,239.6608650585116,AA
G,18.55851380571672,57.4049166348311,24.671820978457355,26.614581989146004,13.841733911920926,1.4519853619962255,174.78973969618573,AA
H,17.749459179601782,50.982225256184414,29.84541897869815,30.1075810236908,14.16623496777582,1.3794714514083557,201.88364821330543,AA
H,17.7857131401329,50.993518702830265,26.1615105437402,28.65566744562846,13.945881628827356,1.3440353569451706,203.0146388641337,AA
B,19.880183906816,51.76096354034708,28.99357761753986,26.725515751262535,13.95259885389501,1.3143837938357996,216.34361450879533,AA
H,17.86060116074791,53.54749999549573,28.6029576620444,26.324254525465754,13.557786653532652,1.1634986750904974,216.21186450492235,AA
I,21.72659413283896,53.27423137328961,30.78687523450689,27.69254169270909,14.056030701505923,1.4696351670017485,213.81081312725175,AA
B,21.61721734142855,57.79309458943519,30.0064442135734,27.17336410701892,12.363295183064745,1.3678789831440343,219.90521286878197,AA
D,20.380039527204804,50.23181015460435,32.3113256013436,25.69497766622182,12.559611608924762,1.1738846524367066,211.8971734858601,AA
G,20.17281780899502,60.61176477775052,24.48642289357685,27.026238050674863,15.794335428204391,1.3200355314034575,190.77358674326757,AA
I,20.042117349320105,56.73747049808594,29.56077249826549,25.62877627580241,13.047490250387831,1.417984188379647,202.4328563513181,AA
H,18.702189636115293,57.2744634371233,27.14242977877068,24.75468213506017,14.739548930991845,1.4416593766330932,197.81205719291597,AA
D,16.853544157706466,51.16667531014335,30.72847507934945,26.812000410959893,13.741682170380432,1.3042849081986452,204.79696249188925,AA
B,21.014919334416412,57.36497095595491,28.689944528027358,27.076983662653205,13.244520145476578,1.3751015662925106,209.78550858629407,AA
I,17.257862434646476,50.73126228215825,29.31135867894413,26.91660490173956,12.32310922729079,1.26363974769416,233.72971063293627,AA
I,21.11429268411389,51.86018242598377,28.578774142371053,23.16996717381821,15.133599551579676,1.2488223806442442,199.94471470527176,AA
B,18.82555997055407,54.29799749348234,32.56349514206899,25.58177493324568,15.415515302047012,1.2700290440895114,207.9257569256873,AA
I,19.050305712322437,53.78223922797007,31.30420110431509,27.08117986437413,13.08815370358783,1.4175762765751831,175.64121298456078,AA
H,18.371476564837504,53.34341104422924,31.441259721204784,26.17229975947576,14.36899413193842,1.3872101281522666,229.01403576957824,AA
I,18.575333833603143,54.83955507693104,31.720126443590907,22.86082388342619,12.89115987236332,1.1711344054662067,233.2550261974229,AA
B,21.757812138461677,58.58184758565233,28.571815432693207,24.89563187325094,13.359106738852525,1.3073723505135673,207.7433582634524,AA
B,21.224842676764226,50.72034796779769,32.5553453883532,29.509343729033915,15.221196229052657,1.5070210588274062,224.0638595984996,AA
D,19.972560802465388,56.13756950769566,30.51459418772361,22.75744606445561,15.854391793634106,1.431284776654938,214.6610187769596,AA
I,17.12142498441556,51.45953277375904,27.857976549909083,30.19481617328051,14.322822733134254,1.1583267058941853,195.04203603439083,AA
I,18.337171281919225,51.304302783536166,30.28785903486039,27.53850305504382,12.254013813316975,1.4352152031511527,211.159511751364,AA
G,18.288399675766826,53.22542700407498,31.081489231726557,29.165489622327545,12.75002445460157,1.222569673130418,218.68492756280924,AA
I,17.591372649934023,55.1370763553601,27.601216590658108,27.29233544013793,15.337515628752524,1.4055088118536163,172.17369461836128,AA
D,16.822821662767772,53.32752916118321,27.557567014757087,27.94440072274165,15.21020322735406,1.43439510338536,174.91308549628965,AA
D,19.05214986430938,53.96003458310116,32.55231716937544,25.655074515084767,12.804336293507054,1.183313903255268,236.9692902117251,AA
G,22.08519828505709,54.64125629419771,29.65793838810521,26.35418255205106,13.132103503896325,1.3946594076547452,189.7994772454946,AA
H,19.855957641275925,51.44455847218141,25.682020968375536,24.796309462461192,15.758946028707667,1.492448613754148,210.43122364046167,AA
H,20.93483284637909,50.20620732405684,28.28676534544804,27.246338194251745,15.652491373252875,1.4761988942427242,210.19238524561945,AA
G,17.625410511251538,52.00679660184325,29.047548673861563,28.014015904432064,15.038820033047328,1.2983031104701523,222.74687015693763,AA
D,21.77051396366385,56.49928987212122,31.49030893691883,30.057463496403987,13.727254598270612,1.3350819761639567,213.40806361396795,AA
E,17.390113622239312,53.73474509239493,31.972307301451146,28.030363575241505,12.588287500481876,1.5138608466631998,245.06981447750832,AA
D,21.8093001927556,54.96225767885153,31.806367198243947,26.80691213597153,14.159442789160687,1.2336504960902464,238.0363419101668,AA
H,22.225709278621306,60.06446115648828,26.473931646753837,25.135317090717678,14.86327458088194,1.2777674946218027,196.83856441437743,AA
I,17.027211708389974,50.48941954460257,30.48593705581745,27.073731406590618,12.845539163718906,1.3300601614210077,208.3075364178894,AA
D,18.709364875738117,56.502158449208856,26.272973312772613,28.995174379820803,12.762117959435662,1.3811742910898552,217.6043209506749,AA
D,18.428457953746097,50.31597438952014,27.45703729378631,29.24445645817706,13.006837560455452,1.3683184818760064,185.9547556538328,AA
H,20.81896670550392,50.17083779404042,28.10914539443216,28.4628431115744,12.748397880032462,1.4950190949911213,194.6977004482599,AA
H,18.730319024475367,50.02430238066867,32.82836057582209,29.04388021444203,13.39104605753388,1.247345828355872,241.2176682568308,AA
H,17.092270450940592,57.49427335517576,27.47720041393494,23.864148383838543,14.420602186970031,1.3712573970487818,207.3993699731284,AA
D,16.575209740953547,58.9596530231294,26.48069918045205,26.827086290243034,15.627495951223162,1.1666131055893958,205.75147229060363,AA
D,18.116881108556925,53.070146125344536,29.248941530434315,28.21654797610529,15.00983205403966,1.4783071348650971,193.56804441713268,AA
D,18.54856312756967,51.61716917524218,32.28299842497195,23.022356131223383,13.469309259196358,1.203597388220346,229.96909485939537,AA
D,19.53876712432157,54.145087914394416,27.56548705392143,28.22622329716768,14.263790859539975,1.2324671042621609,210.01075055464335,AA
D,16.516745755790172,53.14939852245384,30.54807996981208,27.34197748766485,13.25718395653297,1.2163033427700476,206.9276638126106,AA
B,17.074771500464056,52.19756818579998,29.258807620650224,30.425914212014867,14.445041937095809,1.39775187423382,190.68694577178672,AA
D,19.57452595208513,51.22450240785469,25.43593405731037,25.945382444243904,15.449513866851396,1.133769209661017,205.05602218505632,AA
I,20.95383489476436,51.63162514857101,26.083689879729462,24.61881503839628,15.784128853794844,1.1961316534151347,211.63591278475383,AA
G,17.278411890096148,52.350530403543424,28.230812758029824,23.251385560760767,12.985460090507235,1.454363756507922,215.59537027087524,AA
I,21.20372475614432,57.33120389562094,26.612334847919417,23.18656444054732,14.970993033479768,1.4161547903693552,201.929172615534,AA
H,19.709001914664903,54.17313816522939,27.06375747200707,28.925703777973315,13.283720110978772,1.2591031935688928,214.77690187020556,AA
D,20.03298839360217,50.36370675765896,31.89359874477949,27.083366193068507,12.328019180898409,1.125917569766054,236.7006785757927,AA
I,17.166355664889057,51.26363445709178,32.81452498969805,26.70735111803784,15.858329885312468,1.158422254664777,194.1574319434428,AA
H,18.0706933918125,55.9065313140667,30.307318825867167,24.72841536748059,12.592694310892178,1.2661229324956005,226.4359174277991,AA
I,20.693146344000777,51.34083721541957,30.72767458435584,23.03387432066718,12.93106682754949,1.5099266891011958,210.54569065747748,AA
I,18.45397699671593,54.78507744586823,31.83595812308843,30.451612612150747,14.514229750800984,1.2422969417808782,213.66050787047112,AA
I,22.036188487477663,53.65127566089,32.05821424085784,25.50930881385171,13.053542145698865,1.2447459021990368,220.5452974638243,AA
H,20.613481663935424,50.44966891653264,30.619253448564585,23.588238698830995,13.024677939069608,1.3124860989382523,220.93479579929152,AA
E,19.54408500330136,51.1138992633061,25.542334752696316,29.521152745442382,14.812245815534382,1.3747259931649218,206.86141102224892,AA
H,17.869298771144535,52.37821544365308,26.603319377711635,29.77408575255314,14.215579356356107,1.4037064888205633,197.33489998146277,AA
D,20.467219879062483,50.67134844364281,32.10868236275775,23.98175167577952,14.963523911070109,1.4244022247860555,221.1513815362057,AA
H,22.26428108136674,51.489194060468776,30.91276713835039,26.819059433341344,14.722889965746594,1.183550507675632,187.2716504467726,AA
D,21.780938796207437,52.85483092968643,29.840641777890774,25.617223391296367,13.093470356300111,1.239536564086418,226.6550219510396,AA
G,17.01691354017216,55.217883169638895,27.754399381553164,24.812332217065823,13.704140722743238,1.4286561308173984,201.48678013827865,AA
H,17.741459117351315,50.32583872900208,31.12060319868277,30.230730971524984,15.429108387041452,1.1803060043584055,226.04616665556023,AA
B,22.193874009812887,55.117752354209095,30.593503905706505,27.86287722081496,13.77771971834792,1.342756923856929,228.8342491398633,AA
H,19.34032855590702,50.97389101525488,28.713169194626158,27.90439538932114,13.782515485489,1.125802094843971,193.5778773974009,AA
D,19.329556305338148,53.806697434484825,29.413294185133424,29.403184872849845,13.190947782155924,1.4809467686684328,200.74609590636592,AA
D,21.8403049240932,53.80247052402273,29.038503292870278,23.842048680667183,13.98124495097067,1.423538350150892,220.10783599661409,AA
I,17.635711986506486,52.60126703719949,27.63071393105128,27.42532660393848,13.96122731963508,1.2841588973595368,191.7772009791267,AA
B,19.120122338491203,54.36204079668711,26.24780421251937,27.96909206150489,13.12607540191127,1.2534497871331478,201.88918969539472,AA
I,18.70790004810908,50.26642402732333,28.738152223975924,26.678452027221464,14.666421368497025,1.1921642411907238,183.3738574371399,AA
I,18.146654220055893,53.06687126948838,28.269648062749937,29.62562741040881,13.09489741901784,1.2612513867510502,195.1544272176524,AA
G,17.62952072107022,52.626766965287466,29.551306224711293,26.17769632541648,15.484588084766056,1.4027711181609428,201.97482240437344,AA
B,18.215906401866672,50.687984683194536,29.60979887407228,23.555000556865384,13.373133712561046,1.1877935412144938,211.4047317652346,AA
B,21.52844643818177,50.78941906444463,25.73893112535416,28.434228567001487,13.45352766672156,1.3219336271400448,204.28548760819396,AA
B,20.19878953532608,50.21549182937528,31.697278626839363,27.089114162894724,14.918602927805562,1.212591949292941,237.10398272170735,AA
B,17.310332372299612,51.10351349672671,28.79272155223998,25.498665273596345,13.492562089254434,1.408117920961952,231.13767494896584,AA
H,18.59270467087144,52.15629103519411,32.41677525318448,22.813817239074112,15.808760999468962,1.3985769427458208,220.399944058992,AA
H,21.097092351458947,57.5730187996326,28.248098015284647,27.402080472613783,13.8647066934422,1.1804134775913655,213.3654383172837,AA
D,21.3108332432068,55.58087997827823,25.825750118406678,28.149434612538663,14.192701875224492,1.231347577918209,217.2484177700123,AA
H,17.79578508920588,50.73165402184783,32.455041338297164,26.141599294527392,13.544181892851997,1.5097368533083495,218.7481940084816,AA
H,22.23748011968582,52.142719343126025,29.782065228401724,25.330447144410627,12.786571927660646,1.318454648477474,178.746276228071,AA
I,20.070882744532117,56.13635993584275,27.95634614044181,30.457636736744814,12.368257756642793,1.3143242499325054,218.726619006808,AA
G,20.488905723665862,53.07705572043862,32.54506093279546,29.11518867397745,15.365220450318825,1.193825981165759,250.47805808125156,AA
G,20.00325757439705,53.91522570582227,27.26646546625858,27.949420902474404,12.324814478804049,1.269665589188423,211.98613537558563,AA
G,21.10577274807829,50.47076451860425,24.465538617005727,26.08371848268277,14.592861912674785,1.482688199571137,196.68757544632237,AA
D,16.909085707817972,55.45213709753924,29.25458529461113,27.484400947591,14.842599971764946,1.2792102592804877,212.20118945709893,AA
H,16.761431118488943,54.254182412766944,32.497222977758774,29.41796136951528,14.054089400680892,1.2643876946113686,239.26488962489208,AA
E,20.57435416138494,53.7066457784282,30.920319505185702,28.778285788161288,14.44707905751826,1.423043372687996,190.74629285871487,AA
D,18.3877353882813,51.02528754732971,28.17933285461265,24.288098246780404,15.519745184347451,1.3606390348057305,213.40695695157484,AA
E,20.97040225719329,53.62039013829574,25.25734185417419,24.89469835702132,13.495900084053243,1.2571507201040284,201.79339151452388,AA
H,17.133921509221178,50.99262345870943,30.314521736261423,30.446149567789732,15.356352777741176,1.4529258505410003,210.84421001562012,AA
I,19.614042873807712,52.17125395092182,30.12007415155463,27.51288258746645,14.029072126009783,1.1747988417295732,210.7777548991113,AA
H,16.647180311678884,57.9045208689447,25.79256725854601,22.74097971231419,11.9290023030267,1.4036812040756692,201.63122244641343,AA
G,20.930172549512054,54.38197330243777,26.059966598306307,29.24648285237956,15.360283718953564,1.4687038705271152,185.64451171486124,AA
H,19.165215801616743,59.68664599715567,24.82310173589809,28.178980056176464,15.5200511850524,1.3825679260911043,195.83878416058784,AA
H,17.943887546284067,53.98081828682519,26.784572732092467,23.80446248508517,15.554136994692318,1.1538889410915485,172.8160544616811,AA
D,17.745873364764194,50.55151689203474,29.45877314917483,27.957916345377704,15.634230480471992,1.4552708044827332,195.8718357535064,AA
B,16.794603424982306,50.17364643266204,31.837290234491896,26.570487291106065,13.088896811965764,1.4670378035421452,209.67424086504943,AA
D,19.267471011351518,52.521577124245454,27.380534777239443,30.213256762638043,13.056741068779802,1.503088524968634,199.89047816499468,AA
H,16.4686165767833,55.76201543387935,29.48080134260901,28.45833508656524,12.940283124882296,1.281334474216674,182.4212139728658,AA
B,17.117942480656783,58.31999981592733,26.76734290472029,25.67847979603429,13.257597532131957,1.1414020057248428,211.283398290588,AA
B,19.31072040477997,50.28591932421976,32.28007836382007,29.55318478500489,15.109739294023765,1.274156800450089,211.7279486573376,AA
G,16.513987191164425,50.52262046622646,26.56575430266308,26.309510671713603,15.406318968531687,1.4295860165369298,174.3805783862094,AA
H,21.42433819638816,55.12366423279058,29.958230922235703,23.13732196457016,15.969902648588867,1.1533486008793634,207.84488907126195,AA
H,19.79945830629374,53.47419760622688,27.891776235592125,23.99724724865289,15.435083803803671,1.3741654650125197,212.63967070818336,AA
D,19.586705572280884,59.54899160602699,28.509508936875093,27.50752324644865,12.863126527440858,1.2485433863875817,196.52114655870747,A
D,21.21290059967193,54.09006122358392,32.52838929135034,24.4141255161464,14.10248345747284,1.327832796970551,230.83894315586105,A
D,18.170834609457486,51.28528022819789,25.894973227726176,23.680899020361892,12.068681632497496,1.4500619698630848,210.57275003502605,A
G,20.631981821854804,54.75186436354123,29.00241895131237,26.35054232337687,14.049956551448918,1.136281945629099,187.57647285886395,A
H,16.91886512602158,50.81859057090899,27.597968346912587,25.42887304711285,13.179421340511416,1.3739473133541982,210.01797038733295,A
I,20.57972705999232,51.27399025523047,27.20661689242785,23.965794107567067,13.794463176174142,1.391292432434782,207.68938749129228,A
G,18.8668154575154,50.52232116178349,32.50195283182708,30.38553116329249,15.534003365146216,1.1957733786487714,193.7590446967086,A
G,20.436531326337725,55.928669653021785,28.642681896277768,25.232869805978236,15.04988458525999,1.5111038405081236,208.79934794286527,A
B,19.380186591215026,53.24105221535542,29.47569082406398,23.399303869697107,13.9321080581817,1.506107901751124,203.82006739246592,A
E,17.994267929122547,54.73551403512428,28.382041633022887,28.351412519626543,13.59821092680303,1.2728626314017082,186.9040051463912,A
H,20.50924792407293,52.11023025567873,31.546431347259087,27.3452569939069,12.97206926930614,1.1631569646273558,234.82140800415112,A
H,21.379492053634586,50.24218493489461,30.424273500476996,29.59643191447272,15.603663843060264,1.222489563757378,218.2072429771866,A
E,21.996574064584323,56.85118689931124,29.370151966571285,28.18498739975798,15.812171662043896,1.3930929554237437,218.1933278057577,A
H,17.446334264758157,57.14715852562187,30.114643091231525,27.082930881863128,13.951649597919282,1.1660171355098106,190.6791951282213,A
D,21.94503763611353,54.00619683838303,25.47794014223141,23.897070567006917,15.77740447253451,1.1419920226589866,165.69420111826412,A
D,19.87447638223296,51.995460410817245,27.47999081270671,28.53608538483857,15.79404310505298,1.3350983992815664,219.29434130251204,A
E,21.841038849441983,53.30794087841589,29.4371452351454,23.012099132939,12.342926183017015,1.2055555247415748,222.81995491395517,A
H,21.666243229828925,53.000320564258594,31.790691935897275,28.53698761332213,14.18176934308577,1.2053123962591898,213.7690485853136,A
D,19.16123461552014,51.297350982509386,31.57111044589437,28.59200155696758,12.434120950907571,1.4194225630997417,189.74235763698755,A
D,21.84165842009024,54.86751240346863,29.281967450894925,29.974238454231337,13.797651289556171,1.2175939363945374,176.98699950156407,A
E,18.72418847090333,51.12988586001257,31.17243155504124,23.568086407157388,14.839831526898148,1.1974656870349762,239.18318007722107,A
D,17.411253691317427,50.20427187546763,32.58710738998629,29.49981541827282,13.174857220081062,1.4428556415663327,225.49954314994733,A
I,17.917916023149612,50.85474091405411,26.87000579598584,27.90574282919178,14.22201681968641,1.3154463290610665,211.9449329549726,A
D,19.86222830961426,52.66671771481166,32.811476264041296,29.576400130890345,15.073020582783643,1.4474487427279852,199.5113740209336,A
I,16.86631249854044,58.81283638103998,27.252687823901752,24.11327402792118,13.61650553974409,1.2214112826948806,200.03509574615748,A
D,19.657059435880825,53.88960634112197,25.712053139203483,23.488360762445684,13.11854942732298,1.2567762286255408,187.16503674942385,A
E,17.694860021342144,53.26674739862871,32.00486542277994,29.286521757504318,15.761759898173908,1.298253931976612,200.2414563484693,A
G,17.17604566225798,52.47563430477916,31.78561282897567,24.61374561817349,14.858717839043331,1.274577219572725,197.5127957723681,A
